CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Cahyadi Setiawan,26,belum menikah,76873,laki-laki,0,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,3
Rizki Wijaya,19,belum menikah,79617,laki-laki,1,0,S2,unskilled manual work,tidak memiliki rumah sendiri,2
Zainab Hakim,31,belum menikah,37481,laki-laki,4,4,S2,skilled manual work,tidak memiliki rumah sendiri,2
Vina Pratama,54,belum menikah,147921,perempuan,5,3,S1,skilled manual work,memiliki rumah sendiri,2
Eko Setiawan,39,sudah menikah,98154,perempuan,4,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Hadi Rachman,25,sudah menikah,81258,laki-laki,0,0,Post-graduate,professional,memiliki rumah sendiri,2
Nina Hidayat,61,sudah menikah,132178,perempuan,4,2,S3,professional,memiliki rumah sendiri,3
Rizki Purnomo,69,belum menikah,72502,perempuan,1,4,Post-graduate,professional,memiliki rumah sendiri,0
Hadi Fauzan,27,sudah menikah,22694,perempuan,5,0,Post-graduate,professional,memiliki rumah sendiri,2
Usman Putra,39,belum menikah,30811,laki-laki,4,1,S2,professional,tidak memiliki rumah sendiri,2
Taufik Wijaya,59,sudah menikah,116775,perempuan,0,2,S2,unskilled manual work,tidak memiliki rumah sendiri,1
Eko Fauzan,31,belum menikah,24554,laki-laki,2,0,S1,professional,tidak memiliki rumah sendiri,2
Lina Purnomo,60,sudah menikah,63995,perempuan,4,3,S1,professional,memiliki rumah sendiri,0
Wati Pratama,49,sudah menikah,108913,perempuan,1,0,S3,sales,tidak memiliki rumah sendiri,2
Siti Wijaya,53,sudah menikah,99121,laki-laki,0,3,Post-graduate,management,tidak memiliki rumah sendiri,1
Siti Muliawan,56,belum menikah,67300,perempuan,0,4,SMA,unskilled manual work,tidak memiliki rumah sendiri,1
Kartini Wahyuni,27,sudah menikah,139766,perempuan,1,3,S2,management,memiliki rumah sendiri,2
Fitri Rachman,25,sudah menikah,62874,laki-laki,2,3,S3,skilled manual work,tidak memiliki rumah sendiri,3
Maya Muliawan,35,belum menikah,146331,perempuan,3,0,SMA,professional,memiliki rumah sendiri,2
Maya Rachman,26,sudah menikah,111038,perempuan,4,0,Post-graduate,professional,tidak memiliki rumah sendiri,1
Gita Sari,49,belum menikah,91336,perempuan,4,0,S2,professional,tidak memiliki rumah sendiri,3
Budi Mahendra,67,belum menikah,142793,laki-laki,5,0,S3,clerical work,memiliki rumah sendiri,0
Putri Sari,40,belum menikah,55118,laki-laki,2,3,S3,professional,tidak memiliki rumah sendiri,2
Hadi Pratama,51,belum menikah,113635,laki-laki,4,2,S2,sales,tidak memiliki rumah sendiri,2
Agus Fauzan,52,sudah menikah,142627,laki-laki,2,0,S3,skilled manual work,tidak memiliki rumah sendiri,1
Budi Wibowo,47,belum menikah,56160,laki-laki,2,2,S2,professional,tidak memiliki rumah sendiri,0
Zainab Mahendra,30,sudah menikah,83389,laki-laki,0,0,S3,sales,memiliki rumah sendiri,1
Kartini Pratama,19,belum menikah,71402,perempuan,0,0,S3,clerical work,tidak memiliki rumah sendiri,0
Fitri Santoso,29,sudah menikah,39022,perempuan,0,0,S1,clerical work,memiliki rumah sendiri,1
Wati Muliawan,24,belum menikah,23396,perempuan,2,2,SMA,clerical work,memiliki rumah sendiri,1
Wati Setiawan,38,belum menikah,114598,perempuan,2,0,Post-graduate,clerical work,tidak memiliki rumah sendiri,3
Agus Fauzan,19,belum menikah,49791,laki-laki,0,0,S2,management,tidak memiliki rumah sendiri,3
Gita Wibowo,35,belum menikah,139045,perempuan,2,3,Post-graduate,sales,tidak memiliki rumah sendiri,3
Hadi Purnomo,51,sudah menikah,60175,perempuan,2,2,S2,skilled manual work,tidak memiliki rumah sendiri,2
Joko Setiawan,31,belum menikah,72623,laki-laki,0,4,S1,clerical work,memiliki rumah sendiri,0
Usman Fauzan,65,belum menikah,106704,perempuan,2,1,S2,professional,tidak memiliki rumah sendiri,0
Indra Putra,64,sudah menikah,80293,laki-laki,3,0,S3,sales,tidak memiliki rumah sendiri,3
Gita Santoso,63,sudah menikah,138754,laki-laki,2,1,SMA,sales,memiliki rumah sendiri,3
Lina Santoso,21,belum menikah,102968,perempuan,4,3,SMA,management,memiliki rumah sendiri,2
Agus Wahyuni,40,belum menikah,148456,perempuan,3,0,S1,management,memiliki rumah sendiri,2
Kartini Santoso,54,sudah menikah,31554,laki-laki,1,1,S1,skilled manual work,memiliki rumah sendiri,0
Nina Wahyuni,38,sudah menikah,53590,laki-laki,4,0,S3,sales,memiliki rumah sendiri,1
Joko Saputra,68,sudah menikah,118107,laki-laki,5,1,Post-graduate,professional,memiliki rumah sendiri,1
Hadi Utomo,65,sudah menikah,21721,perempuan,4,1,SMA,professional,tidak memiliki rumah sendiri,0
Hadi Susanto,28,belum menikah,46086,perempuan,0,0,SMA,sales,memiliki rumah sendiri,1
Dewi Setiawan,62,belum menikah,145280,laki-laki,3,1,SMA,sales,memiliki rumah sendiri,1
Vina Sari,45,sudah menikah,62186,laki-laki,3,1,S2,unskilled manual work,memiliki rumah sendiri,1
Lina Purnomo,67,sudah menikah,34648,perempuan,2,1,SMA,skilled manual work,memiliki rumah sendiri,0
Budi Haryanto,36,sudah menikah,66653,laki-laki,5,3,Post-graduate,management,memiliki rumah sendiri,2
Budi Santoso,33,belum menikah,90933,laki-laki,3,0,Post-graduate,skilled manual work,memiliki rumah sendiri,3
Maya Hakim,39,sudah menikah,20798,perempuan,0,0,Post-graduate,unskilled manual work,memiliki rumah sendiri,0
Fitri Hidayat,23,sudah menikah,103737,laki-laki,0,2,S2,management,memiliki rumah sendiri,3
Gita Setiawan,48,sudah menikah,145422,perempuan,3,0,S2,clerical work,memiliki rumah sendiri,2
Vina Purnomo,59,sudah menikah,111637,perempuan,4,0,S2,clerical work,memiliki rumah sendiri,3
Lina Utomo,25,belum menikah,38954,perempuan,5,1,SMA,professional,memiliki rumah sendiri,2
Cahyadi Wahyuni,30,belum menikah,41234,perempuan,4,3,S3,sales,tidak memiliki rumah sendiri,1
Kartini Hakim,32,sudah menikah,61444,laki-laki,0,1,SMA,clerical work,tidak memiliki rumah sendiri,1
Budi Muliawan,48,sudah menikah,107727,perempuan,5,0,S2,unskilled manual work,memiliki rumah sendiri,3
Siti Pratama,26,belum menikah,133121,perempuan,2,2,S1,management,memiliki rumah sendiri,3
Eko Setiawan,31,belum menikah,27260,laki-laki,0,1,Post-graduate,unskilled manual work,memiliki rumah sendiri,0
Gita Anggraini,61,belum menikah,127349,laki-laki,5,0,Post-graduate,clerical work,memiliki rumah sendiri,1
Cahyadi Hakim,29,sudah menikah,116897,laki-laki,3,1,S3,unskilled manual work,tidak memiliki rumah sendiri,1
Nina Setiawan,45,belum menikah,83936,laki-laki,3,2,S3,management,memiliki rumah sendiri,2
Kartini Saputra,33,belum menikah,139520,perempuan,4,0,S2,skilled manual work,tidak memiliki rumah sendiri,2
Hadi Susanto,41,belum menikah,24084,perempuan,3,2,S1,clerical work,tidak memiliki rumah sendiri,3
Fitri Setiawan,54,sudah menikah,64878,laki-laki,1,0,SMA,skilled manual work,memiliki rumah sendiri,2
Taufik Rachman,47,sudah menikah,33260,perempuan,4,2,SMA,professional,tidak memiliki rumah sendiri,2
Maya Anggraini,47,sudah menikah,136220,perempuan,2,0,SMA,sales,tidak memiliki rumah sendiri,1
Budi Saputra,30,sudah menikah,136785,laki-laki,5,1,S2,unskilled manual work,tidak memiliki rumah sendiri,0
Lina Purnomo,33,belum menikah,42471,perempuan,5,3,S3,clerical work,memiliki rumah sendiri,3
Gita Rachman,43,sudah menikah,47065,perempuan,4,0,S1,professional,memiliki rumah sendiri,1
Rizki Hidayat,38,belum menikah,21985,laki-laki,3,1,S1,management,memiliki rumah sendiri,2
Usman Muliawan,59,sudah menikah,123597,laki-laki,4,0,S1,clerical work,tidak memiliki rumah sendiri,0
Maya Pratama,62,sudah menikah,99648,laki-laki,5,0,SMA,professional,tidak memiliki rumah sendiri,0
Taufik Utomo,45,belum menikah,23583,perempuan,2,0,Post-graduate,management,tidak memiliki rumah sendiri,2
Hadi Susanto,32,sudah menikah,148113,laki-laki,1,5,SMA,unskilled manual work,memiliki rumah sendiri,3
Nina Wahyuni,62,belum menikah,119924,laki-laki,3,1,S1,skilled manual work,memiliki rumah sendiri,2
Usman Wibowo,39,belum menikah,51027,laki-laki,5,2,SMA,unskilled manual work,memiliki rumah sendiri,1
Yusuf Wijaya,61,belum menikah,83217,perempuan,0,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,1
Hadi Hidayat,21,belum menikah,108401,perempuan,3,2,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Agus Setiawan,56,sudah menikah,97345,laki-laki,3,2,S2,skilled manual work,memiliki rumah sendiri,2
Eko Wahyuni,66,belum menikah,22325,perempuan,1,2,Post-graduate,management,memiliki rumah sendiri,3
Siti Pratama,26,belum menikah,125635,perempuan,3,1,S2,management,memiliki rumah sendiri,3
Yusuf Hidayat,37,sudah menikah,72887,laki-laki,5,3,S2,unskilled manual work,memiliki rumah sendiri,1
Siti Purnomo,45,sudah menikah,99789,laki-laki,3,0,S2,management,tidak memiliki rumah sendiri,0
Joko Hakim,59,belum menikah,103391,laki-laki,0,3,SMA,management,tidak memiliki rumah sendiri,0
Cahyadi Sari,26,belum menikah,73592,laki-laki,1,3,S3,professional,tidak memiliki rumah sendiri,0
Putri Fauzan,64,sudah menikah,115760,perempuan,5,0,S3,clerical work,memiliki rumah sendiri,0
Siti Wijaya,41,belum menikah,76838,perempuan,1,0,SMA,sales,tidak memiliki rumah sendiri,3
Hadi Hakim,21,sudah menikah,104486,perempuan,0,0,S1,clerical work,memiliki rumah sendiri,1
Wati Muliawan,26,sudah menikah,56033,laki-laki,3,0,S3,unskilled manual work,memiliki rumah sendiri,3
Yusuf Sari,64,sudah menikah,86612,laki-laki,0,2,S2,unskilled manual work,memiliki rumah sendiri,0
Zainab Sari,18,belum menikah,23126,laki-laki,0,0,S1,skilled manual work,tidak memiliki rumah sendiri,3
Agus Pratama,38,sudah menikah,28873,laki-laki,1,1,S1,skilled manual work,tidak memiliki rumah sendiri,2
Yusuf Haryanto,63,belum menikah,147794,perempuan,5,0,S3,unskilled manual work,memiliki rumah sendiri,1
Vina Hidayat,18,belum menikah,22978,laki-laki,4,2,SMA,sales,memiliki rumah sendiri,0
Gita Haryanto,65,sudah menikah,90705,perempuan,3,4,S1,sales,memiliki rumah sendiri,2
Indra Setiawan,36,belum menikah,38668,laki-laki,5,1,Post-graduate,professional,tidak memiliki rumah sendiri,1
Budi Rachman,47,sudah menikah,57722,perempuan,2,0,SMA,unskilled manual work,memiliki rumah sendiri,3
Nina Muliawan,20,sudah menikah,59553,perempuan,4,0,S3,management,tidak memiliki rumah sendiri,0
Dewi Putra,42,sudah menikah,42235,laki-laki,3,0,Post-graduate,unskilled manual work,memiliki rumah sendiri,3
Vina Saputra,67,belum menikah,84774,laki-laki,3,1,SMA,skilled manual work,tidak memiliki rumah sendiri,3
Nina Utomo,25,belum menikah,27563,perempuan,0,0,SMA,clerical work,memiliki rumah sendiri,0
Yusuf Wijaya,37,belum menikah,40264,perempuan,3,0,S3,clerical work,tidak memiliki rumah sendiri,3
Dewi Santoso,69,belum menikah,63608,laki-laki,2,2,S1,management,tidak memiliki rumah sendiri,3
Lina Hidayat,41,sudah menikah,137336,perempuan,2,2,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,1
Lina Wijaya,27,sudah menikah,99755,perempuan,0,0,S2,unskilled manual work,tidak memiliki rumah sendiri,1
Dewi Utomo,19,belum menikah,46880,laki-laki,4,5,S3,clerical work,memiliki rumah sendiri,3
Gita Susanto,35,sudah menikah,69746,laki-laki,2,2,S1,skilled manual work,memiliki rumah sendiri,2
Joko Wijaya,53,belum menikah,45943,perempuan,1,0,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Siti Wijaya,44,sudah menikah,64671,laki-laki,3,0,S1,professional,memiliki rumah sendiri,2
Fitri Haryanto,21,sudah menikah,22520,laki-laki,2,0,S2,management,memiliki rumah sendiri,3
Dewi Utomo,32,belum menikah,109873,perempuan,1,0,S1,skilled manual work,memiliki rumah sendiri,3
Dewi Hidayat,29,belum menikah,114661,perempuan,4,2,S2,clerical work,memiliki rumah sendiri,1
Fitri Rachman,45,belum menikah,71753,laki-laki,3,2,S1,unskilled manual work,tidak memiliki rumah sendiri,2
Hadi Purnomo,27,sudah menikah,62085,laki-laki,5,1,S2,management,memiliki rumah sendiri,2
Wati Anggraini,47,belum menikah,91820,perempuan,1,4,Post-graduate,sales,memiliki rumah sendiri,3
Rizki Muliawan,22,sudah menikah,113652,perempuan,3,1,SMA,clerical work,memiliki rumah sendiri,1
Indra Purnomo,44,sudah menikah,70716,perempuan,1,2,Post-graduate,skilled manual work,memiliki rumah sendiri,0
Wati Putra,62,belum menikah,99774,perempuan,4,0,S2,professional,tidak memiliki rumah sendiri,0
Putri Muliawan,33,belum menikah,144624,laki-laki,5,2,SMA,sales,memiliki rumah sendiri,1
Wati Pratama,38,sudah menikah,110780,laki-laki,1,1,S2,clerical work,tidak memiliki rumah sendiri,1
Hadi Hidayat,45,belum menikah,20733,perempuan,5,3,S2,management,tidak memiliki rumah sendiri,0
Agus Utomo,68,sudah menikah,106362,laki-laki,3,0,SMA,professional,memiliki rumah sendiri,2
Siti Wahyuni,29,belum menikah,145277,laki-laki,3,0,S2,unskilled manual work,memiliki rumah sendiri,2
Vina Fauzan,22,sudah menikah,105877,laki-laki,4,1,S1,sales,memiliki rumah sendiri,2
Yusuf Rachman,33,belum menikah,40713,perempuan,3,0,SMA,sales,memiliki rumah sendiri,1
Zainab Wahyuni,67,sudah menikah,99793,perempuan,2,0,S2,clerical work,memiliki rumah sendiri,2
Yusuf Pratama,65,sudah menikah,96337,perempuan,2,3,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,0
Usman Hakim,40,belum menikah,49491,laki-laki,4,1,S3,clerical work,tidak memiliki rumah sendiri,3
Taufik Rachman,18,belum menikah,85752,laki-laki,3,0,S1,professional,tidak memiliki rumah sendiri,1
Fitri Pratama,27,belum menikah,37226,laki-laki,0,1,SMA,professional,memiliki rumah sendiri,1
Zainab Susanto,48,belum menikah,77422,laki-laki,0,3,Post-graduate,skilled manual work,memiliki rumah sendiri,2
Dewi Setiawan,58,sudah menikah,116967,laki-laki,2,0,S2,clerical work,tidak memiliki rumah sendiri,2
Taufik Muliawan,28,sudah menikah,122230,laki-laki,2,0,S3,management,tidak memiliki rumah sendiri,1
Maya Purnomo,62,sudah menikah,88785,perempuan,3,1,S2,management,tidak memiliki rumah sendiri,1
Maya Hidayat,40,belum menikah,62528,perempuan,4,2,SMA,management,tidak memiliki rumah sendiri,3
Maya Pratama,48,sudah menikah,119881,laki-laki,0,2,S2,management,memiliki rumah sendiri,1
Vina Susanto,53,belum menikah,41283,laki-laki,3,2,S3,management,tidak memiliki rumah sendiri,2
Fitri Rachman,37,belum menikah,83554,perempuan,1,3,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Vina Muliawan,37,belum menikah,46766,perempuan,4,2,SMA,skilled manual work,tidak memiliki rumah sendiri,3
Siti Rachman,18,belum menikah,57000,perempuan,3,4,S2,management,memiliki rumah sendiri,3
Lina Santoso,67,belum menikah,134618,laki-laki,1,0,S1,professional,tidak memiliki rumah sendiri,1
Dewi Putra,55,belum menikah,131610,perempuan,2,4,Post-graduate,clerical work,memiliki rumah sendiri,0
Eko Santoso,50,belum menikah,104549,laki-laki,3,1,S2,unskilled manual work,tidak memiliki rumah sendiri,1
Maya Setiawan,38,sudah menikah,110486,perempuan,5,0,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Dewi Purnomo,24,sudah menikah,115241,laki-laki,1,1,Post-graduate,clerical work,memiliki rumah sendiri,1
Lina Fauzan,40,sudah menikah,45425,perempuan,5,2,Post-graduate,clerical work,memiliki rumah sendiri,2
Putri Anggraini,58,belum menikah,46115,laki-laki,5,0,S3,skilled manual work,tidak memiliki rumah sendiri,3
Indra Muliawan,39,sudah menikah,52126,perempuan,3,1,S3,clerical work,tidak memiliki rumah sendiri,0
Maya Hakim,25,belum menikah,112795,perempuan,2,0,S3,unskilled manual work,memiliki rumah sendiri,3
Wati Wijaya,45,sudah menikah,65212,perempuan,2,1,S2,management,memiliki rumah sendiri,1
Putri Utomo,41,belum menikah,131684,perempuan,2,5,S1,sales,memiliki rumah sendiri,2
Usman Mahendra,34,sudah menikah,94163,laki-laki,0,1,Post-graduate,management,tidak memiliki rumah sendiri,1
Agus Susanto,65,sudah menikah,144837,perempuan,1,0,S3,sales,memiliki rumah sendiri,2
Joko Wahyuni,40,sudah menikah,40787,perempuan,4,2,S3,unskilled manual work,tidak memiliki rumah sendiri,1
Taufik Wijaya,65,belum menikah,137985,perempuan,1,1,S3,management,tidak memiliki rumah sendiri,2
Budi Saputra,29,belum menikah,129906,laki-laki,2,0,S3,sales,tidak memiliki rumah sendiri,2
Maya Utomo,66,sudah menikah,40495,laki-laki,0,3,SMA,management,memiliki rumah sendiri,1
Taufik Putra,67,belum menikah,107967,laki-laki,2,2,S2,professional,memiliki rumah sendiri,0
Fitri Putra,58,sudah menikah,69336,laki-laki,3,2,SMA,professional,memiliki rumah sendiri,1
Indra Wahyuni,32,belum menikah,123986,perempuan,3,1,SMA,management,tidak memiliki rumah sendiri,0
Kartini Sari,64,sudah menikah,62796,laki-laki,4,0,S1,skilled manual work,memiliki rumah sendiri,2
Nina Hidayat,25,belum menikah,110339,laki-laki,4,0,S2,sales,tidak memiliki rumah sendiri,0
Vina Wahyuni,54,belum menikah,51436,perempuan,3,0,S2,skilled manual work,tidak memiliki rumah sendiri,3
Nina Utomo,22,sudah menikah,129064,laki-laki,0,0,S3,clerical work,memiliki rumah sendiri,0
Nina Muliawan,57,sudah menikah,65629,laki-laki,5,0,Post-graduate,clerical work,tidak memiliki rumah sendiri,0
Gita Fauzan,49,sudah menikah,92900,perempuan,2,1,S1,unskilled manual work,tidak memiliki rumah sendiri,2
Hadi Pratama,26,sudah menikah,146912,perempuan,2,3,S1,management,memiliki rumah sendiri,3
Zainab Hidayat,67,sudah menikah,128453,perempuan,4,1,Post-graduate,clerical work,memiliki rumah sendiri,0
Putri Sari,64,sudah menikah,68806,perempuan,5,1,S1,management,memiliki rumah sendiri,2
Agus Utomo,28,belum menikah,53190,perempuan,0,2,SMA,skilled manual work,memiliki rumah sendiri,0
Dewi Pratama,44,belum menikah,49125,laki-laki,3,4,S1,skilled manual work,memiliki rumah sendiri,1
Putri Fauzan,43,belum menikah,108319,laki-laki,0,2,S1,skilled manual work,tidak memiliki rumah sendiri,3
Eko Sari,65,belum menikah,101745,laki-laki,1,2,SMA,professional,tidak memiliki rumah sendiri,3
Indra Muliawan,54,sudah menikah,53490,laki-laki,3,2,Post-graduate,unskilled manual work,memiliki rumah sendiri,1
Indra Susanto,23,sudah menikah,50628,laki-laki,1,0,S3,unskilled manual work,tidak memiliki rumah sendiri,1
Eko Utomo,52,belum menikah,33935,perempuan,4,4,SMA,professional,memiliki rumah sendiri,3
Gita Saputra,53,belum menikah,29003,laki-laki,2,3,SMA,sales,memiliki rumah sendiri,3
Taufik Putra,68,belum menikah,23713,perempuan,4,2,S3,clerical work,tidak memiliki rumah sendiri,3
Gita Santoso,48,sudah menikah,22109,perempuan,1,2,S2,skilled manual work,memiliki rumah sendiri,3
Agus Hakim,47,sudah menikah,97920,perempuan,3,2,S2,unskilled manual work,tidak memiliki rumah sendiri,2
Maya Saputra,19,sudah menikah,44011,perempuan,4,0,SMA,unskilled manual work,memiliki rumah sendiri,0
Yusuf Purnomo,32,sudah menikah,93573,perempuan,3,2,SMA,unskilled manual work,memiliki rumah sendiri,0
Gita Fauzan,33,sudah menikah,141681,laki-laki,3,0,S2,unskilled manual work,memiliki rumah sendiri,2
Agus Muliawan,54,sudah menikah,69592,perempuan,2,1,SMA,professional,tidak memiliki rumah sendiri,1
Maya Hakim,64,sudah menikah,105157,laki-laki,0,1,S2,management,tidak memiliki rumah sendiri,3
Siti Anggraini,63,sudah menikah,141665,laki-laki,2,3,S2,skilled manual work,tidak memiliki rumah sendiri,2
Kartini Anggraini,48,belum menikah,78052,laki-laki,2,1,SMA,skilled manual work,memiliki rumah sendiri,1
Wati Saputra,39,sudah menikah,121814,laki-laki,3,3,S3,professional,tidak memiliki rumah sendiri,3
Indra Hakim,62,sudah menikah,101533,laki-laki,1,0,S2,skilled manual work,memiliki rumah sendiri,2
Indra Pratama,51,sudah menikah,27893,perempuan,1,1,SMA,clerical work,tidak memiliki rumah sendiri,0
Zainab Wahyuni,39,sudah menikah,53194,laki-laki,3,0,S3,clerical work,tidak memiliki rumah sendiri,1
Usman Pratama,64,belum menikah,86864,perempuan,5,3,Post-graduate,professional,tidak memiliki rumah sendiri,0
Taufik Fauzan,40,belum menikah,114758,perempuan,3,2,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,1
Maya Rachman,45,sudah menikah,43775,perempuan,2,0,S2,clerical work,memiliki rumah sendiri,3
Hadi Rachman,42,sudah menikah,51394,laki-laki,2,0,S1,sales,tidak memiliki rumah sendiri,2
Nina Susanto,20,belum menikah,95537,laki-laki,0,2,S1,unskilled manual work,tidak memiliki rumah sendiri,2
Putri Susanto,38,belum menikah,90671,perempuan,2,1,S1,management,tidak memiliki rumah sendiri,2
Budi Haryanto,51,sudah menikah,80308,laki-laki,3,2,Post-graduate,professional,tidak memiliki rumah sendiri,0
Taufik Wahyuni,40,belum menikah,51222,laki-laki,0,0,S2,professional,tidak memiliki rumah sendiri,0
Taufik Haryanto,64,belum menikah,129170,perempuan,3,0,Post-graduate,management,tidak memiliki rumah sendiri,3
